condition,Cz_mean,Cz_median,Cz_max,Cz_min,Cz_ptp,Cz_std,Cz_skew,Cz_auc,Cz_kurtosis,Pz_mean,Pz_median,Pz_max,Pz_min,Pz_ptp,Pz_std,Pz_skew,Pz_auc,Pz_kurtosis,P7_mean,P7_median,P7_max,P7_min,P7_ptp,P7_std,P7_skew,P7_auc,P7_kurtosis,P8_mean,P8_median,P8_max,P8_min,P8_ptp,P8_std,P8_skew,P8_auc,P8_kurtosis,O1_mean,O1_median,O1_max,O1_min,O1_ptp,O1_std,O1_skew,O1_auc,O1_kurtosis,O2_mean,O2_median,O2_max,O2_min,O2_ptp,O2_std,O2_skew,O2_auc,O2_kurtosis,N250avg_mean,N250avg_median,N250avg_max,N250avg_min,N250avg_ptp,N250avg_std,N250avg_skew,N250avg_auc,N250avg_kurtosis,P300avg_mean,P300avg_median,P300avg_max,P300avg_min,P300avg_ptp,P300avg_std,P300avg_skew,P300avg_auc,P300avg_kurtosis
Mov,-0.056249703834947255,0.09855278904069564,0.6158363703434588,-1.0841744142453535,1.7000107845888124,0.47144927007039755,-0.769132458415901,-0.004449274153179128,2.7836241319703885,-0.14930906207137712,0.2626687489737378,1.6391185226893867,-2.884476771214395,4.523595293903782,1.2545810065455518,-0.7688713235840814,-0.011803253917413575,2.782805934318713,-2.1248505521935632,-1.7425433611606422,1.946122438312159,-7.416167591145495,9.362290029457654,2.240714192317646,-0.8070174200920016,-0.2216163137695024,3.7133043319314503,8.296583372996862,6.803462156312889,28.957076210645027,-7.598934189445572,36.5560104000906,8.749033198381918,0.8070085834183438,0.8653134135425331,3.713344279270012,-1.8059601781207955,-1.4809962181061564,1.6544233858439839,-6.303308509814087,7.957731895658071,1.9045392779882813,-0.8068483754107983,-0.18835810412593743,3.7131411844447726,-4.410663756551423,-3.6166067047815886,4.041927695652703,-15.395660739159212,19.437588434811914,4.651913136874458,-0.8068191314182181,-0.4600267393507093,3.713274029911074,-0.011222778467229855,-0.009171031933874474,9.149887432613468,-9.178517757391091,18.32840519000456,4.386549951390576,-0.40341908587566855,-0.001171935925904019,3.7132659563893275,-0.10277938295316219,0.18061076900721673,1.1274774465164228,-1.9843255927298742,3.111803039246297,0.8630151383079747,-0.7690018909999912,-0.008126264035296352,2.7832150331445504
Mov,0.14716523076231988,0.06321164747191688,0.5609138042927952,-0.15682950049722422,0.7177433047900195,0.22224676222961576,0.33624099265628843,0.014866621845042977,1.7541003647985354,0.392006499731009,0.16883556597235838,1.4930957377146115,-0.41710629261615395,1.9102020303307654,0.5914126335045327,0.33613225185538476,0.03960005241914757,1.7543116801452048,0.9214445143995292,1.0911933259194484,3.838878001261037,-1.7664240203885129,5.60530202164955,1.7536256746509873,-0.1412784992021477,0.0920061761987826,1.7793658720753516,-3.598151876688532,-4.260628656993504,6.896594641148113,-14.989733244874515,21.886327886022627,6.847205778871021,0.1412294657390621,-0.35927549507719103,1.7793132266760832,0.783447881338781,0.9277352432945918,3.2633151931804605,-1.5010714378149714,4.764386630995432,1.4906112011011643,-0.14129798565611237,0.07822671768255635,1.7792977987580232,1.9144837914644506,2.267005697831337,7.97244138084352,-3.666398470159038,11.638839851002558,3.641167055040123,-0.14128431453538384,0.19115919516809798,1.7793765335848482,0.005306077628557171,0.006326402512968343,5.4928073041082826,-5.480906793309259,10.973714097417542,3.433152427415824,-0.07065783341364545,0.0005291484930614737,1.7793383577735766,0.26958586524666445,0.11602360672213763,1.0270047710037034,-0.2869678965566891,1.3139726675603924,0.40682969786707424,0.3361866222558366,0.027233337132095272,1.75420602247187
Mov,0.02678643734172353,0.051654584609650556,0.2464025214976573,-0.09802092648669714,0.3444234479843544,0.10762321810233612,0.5350965364967006,0.002771068622904301,2.2149140020315827,0.07113603955461328,0.13731814618722638,0.6554180913553864,-0.26072981995639566,0.9161479113117821,0.2860817133744462,0.5337347123500384,0.00735889270016238,2.212534644039186,0.176972390656479,0.3847711980142776,1.6860068399182637,-1.468578375352081,3.1545852152703446,0.816654716417899,-0.10362204834026706,0.020196283452174515,2.587413936559072,-0.6908342435543511,-1.502431075550703,5.733894340664847,-6.581443813047372,12.315338153712219,3.1882642984603287,0.10403784748679244,-0.07884232335965927,2.5871842494359174,0.15025042188199222,0.32704640773317806,1.4329426676340518,-1.248282273991208,2.68122494162526,0.6938918583751519,-0.10465211334685505,0.01714929168659171,2.5874668061737234,0.3668287237045521,0.7985316869962844,3.4980937471118523,-3.048394091820228,6.54648783893208,1.6945246045839304,-0.10522145603053938,0.04187018134418388,2.586263455367225,0.0008043231721680533,0.001979554298259245,3.0877343988322536,-3.086674638552722,6.174409037384976,1.5983338694593274,-0.05236444255771726,9.335828082271055e-05,2.5870821118839844,0.04896123844816841,0.09448636539843847,0.45091030642652186,-0.1793753732215464,0.6302856796480683,0.19685246573839116,0.5344156244233695,0.0050649806615333404,2.2137243230353842
Fam,-0.05361727263457457,0.0044789572606340755,0.5575877821684116,-0.7461802624675329,1.3037680446359445,0.3642480346684021,-0.3596743188472971,-0.003979487425289057,2.6140596687042663,-0.14247712236510507,0.012069610755283122,1.4837456774330349,-1.985340531973634,3.469086209406669,0.9691881698521392,-0.35978470686060865,-0.010570305133176059,2.614313075029286,-0.6813139479255881,0.13226839001845292,3.2131606531038415,-5.104676802147878,8.31783745525172,2.5211054575283813,-0.4382818121072905,-0.08054568575103478,1.8134984087230912,2.659913953369124,-0.5165613856661366,19.931198039557785,-12.54645667359,32.477654713147786,9.843835558631138,0.4382950903327313,0.3144639298210065,1.8135175082168746,-0.5788058911988696,0.11249616349573444,2.731479071371723,-4.338648977864068,7.070128049235791,2.1429454842969333,-0.43825402109081185,-0.06843275541454043,1.813547791790593,-1.413117666916063,0.27529232227152534,6.672004928987008,-10.597013897495344,17.269018826482352,5.234448446217619,-0.4382685567508672,-0.16708544515914722,1.8134854742406954,-0.0033308881678491553,0.0008738725298940153,8.13696067325509,-8.146699087774323,16.283659761029412,4.9355837366685185,-0.21912732490405956,-0.000399989125928972,1.8135122957428136,-0.09804719749983981,0.008274284007958599,1.0206667298007233,-1.3657603972205834,2.3864271270213067,0.6667181022602706,-0.3597295128539529,-0.007274896279232558,2.614186371866776
Unf,-0.4181961060863907,-0.4943021565395611,0.08733780987313366,-0.7128752486096346,0.8002130584827682,0.23779150874105376,0.8511533035491027,-0.04223948086033951,2.6379913518962375,-1.112375409118016,-1.3149445976523566,0.23279588390323624,-1.8966047719004564,2.1294006558036926,0.63274052104249,0.851207022166614,-0.11235466670535425,2.638167885397136,-3.327850322421,-3.381274268576817,-2.082832907035481,-4.876902494288515,2.794069587253034,0.8294760584044222,-0.22544106970540467,-0.3336153360897331,2.0551359000042626,12.993441697080225,13.201553883845918,19.04126474983059,8.132133189064916,10.909131560765672,3.2388098903431017,0.22533224258818205,1.3025867292345352,2.0548846530891924,-2.8282646160103186,-2.873625248867029,-1.7698204146654462,-4.144778813497396,2.37495839883195,0.7050101142196988,-0.22516281327440013,-0.28353194993252395,2.055055283507751,-6.907376403502824,-7.018106316536432,-4.322288077673875,-10.123488209501375,5.8012001318275,1.7222144056630977,-0.22515729311705687,-0.6924641089803429,2.0549027908000794,-0.017512411213479462,-0.017862987533590058,2.7165808376139466,-2.7532590820555924,5.469839919669539,1.6238776171575802,-0.11260723337716991,-0.0017561664420162049,2.0549946568503215,-0.7652857576022034,-0.9046233770959589,0.16006684688818495,-1.3047400102550455,1.4648068571432304,0.43526601489177186,0.8511801628578584,-0.07729707378284688,2.638079618646687
Fam,0.07500858683745931,0.10735023536767585,0.16773660149738134,-0.0846813179578021,0.25241791945518344,0.07814588290832211,-0.8489193819128793,0.007373241078336337,2.4182908153809892,0.19979295049146537,0.28584062761183304,0.44658946762865526,-0.22516699971220078,0.671756467340856,0.2079528232049914,-0.8489523133519924,0.019639615033863397,2.418541202659968,0.01584457440464768,0.5509982656803913,1.1482367199278087,-1.8099138969773776,2.9581506169051863,1.0583066352388466,-0.6077826211602916,0.003935932129133129,1.6925443385156405,-0.062099775168287755,-2.1516422066270025,7.06677792550181,-4.483725660975324,11.550503586477134,4.132340918425138,0.6077796607032386,-0.015391743621118921,1.692526237269458,0.013613074086785778,0.4684858225800781,0.9761405408426072,-1.5383104710053885,2.5144510118479957,0.8995847105683848,-0.6077806235613739,0.003359994340304905,1.6925035955278578,0.03364072439419138,1.144825034771202,2.385188281550654,-3.7570769109152025,6.142265192465857,2.1974355017515435,-0.6077272532717424,0.008245484160878632,1.6924479836200157,0.0002496494293342689,0.0031667291011672205,2.89408586695572,-2.897256734968323,5.791342601924043,2.071916941495978,-0.3038777093225423,3.741675229943647e-05,1.692505538733243,0.13740076866446232,0.19659543148975445,0.3071630345630183,-0.15492415883500144,0.46208719339801974,0.14304935305665675,-0.8489358476324358,0.013506428056099867,2.4184160090204787
Fam,0.24578901430389194,0.25166409045596083,0.33961470080612344,0.18812031044035393,0.1514943903657695,0.041413796671739736,0.5500108856765465,0.024408951658477892,2.644201622137164,0.653808771088594,0.6695255194699712,0.9034911272465251,0.50036481979987,0.4031263074466551,0.1101751056375874,0.5503636586845169,0.0649286855568934,2.645477002732877,1.1661789865404268,1.3156798672753212,1.7292370557697723,0.4971284965904488,1.2321085591793235,0.36910140818143394,-0.2767954112068516,0.11663334453350764,1.8031807266087192,-4.553326352134508,-5.136996605870081,-1.9409960714256158,-6.752292847522767,4.8112967760971515,1.4411690415902305,0.27680141995952595,-0.45539356000720643,1.8034086613575242,0.9910572038926637,1.1181338095411775,1.4697099004479242,0.4223260816615948,1.0473838187863294,0.3137454611324558,-0.27686654147933304,0.0991193034617273,1.8034238776130307,2.4203728886417455,2.730730102484813,3.58940224032267,1.0314329301763792,2.557969310146291,0.7663672236513137,-0.2767240267680856,0.2420698243926258,1.802996725962188,0.006070681735081851,0.006886793357807619,1.2118382812786876,-1.2003513347735861,2.4121896160522738,0.7225957836388585,-0.13839613987368607,0.0006072280951635867,1.8032524978853655,0.44979889269624296,0.460594804962966,0.6215529140263243,0.344242565120112,0.2773103489062123,0.07579445115466357,0.5501872721805317,0.04466881860768565,2.6448393124350202
Unf,-0.2043429132153607,-0.262403133888256,0.05979015327284287,-0.4910539814773074,0.5508441347501503,0.15175073353267135,0.3063354114051764,-0.020180858718638926,2.168700547342671,-0.5432137093400393,-0.6978166595672519,0.1594035552443529,-1.3062000334684853,1.4656035887128382,0.4039000065666719,0.30640209401928087,-0.053647157987416164,2.1683510475517735,-2.034519161825826,-1.905273620650405,0.7684658953621692,-6.369761649693828,7.138227545055997,1.834492464297976,-0.7066132952830779,-0.20478679116884424,3.315183154987863,7.943322156751702,7.439020691890619,24.870463676052168,-3.001835239047068,27.872298915099236,7.162855460977038,0.7065480821169629,0.7995427889695693,3.315192468431229,-1.7287803199923684,-1.6191754070860043,0.6539647756653721,-5.41331291969982,6.067277695365192,1.5592628605314882,-0.7063291917026078,-0.17401198472062712,3.3147748715342367,-4.221551438814249,-3.953877239837311,1.597744471837359,-13.22245407209266,14.820198543930019,3.808966776007838,-0.7062071109970894,-0.4249254938389118,3.3145426613595474,-0.010382190970185334,-0.009826393920775445,6.972659704729267,-7.001840970133344,13.974500674862611,3.591394390453585,-0.35315037896645307,-0.001045370189703465,3.314923289078219,-0.3737783112777,-0.48010989672775395,0.10959685425859789,-0.8986270074728964,1.0082238617314943,0.2778253700496716,0.30636875271222863,-0.03691400835302754,2.1685257974472223
Unf,0.11342794389216457,0.11209425565539277,0.31903280728329264,-0.09935535416616403,0.4183881614494567,0.11737802295522425,-0.13622334756110524,0.01141640104098753,2.2568264703082077,0.3022951710490291,0.2988538483350567,0.8494354801769077,-0.26345907144786906,1.1128945516247768,0.3122876914361646,-0.13548658150414147,0.030424861688017873,2.25594547490951,-1.0298865776602584,-0.5468156984989037,1.2391589052640484,-4.630117473425344,5.869276378689392,1.8102580759995095,-0.711976526309876,-0.09979643466630952,2.283260558485223,4.020716156324292,2.1345153982110787,18.078491848427802,-4.8393949327874,22.917886781215202,7.068506278547666,0.7119868052353023,0.3896095507340771,2.283307317679639,-0.8749458588069431,-0.4641541266892091,1.053977257470251,-3.935253062081756,4.989230319552007,1.5387717177581102,-0.7120285846127489,-0.0847810077264157,2.283307012666521,-2.136103592402623,-1.1334775535942754,2.575505959612201,-9.610969755158294,12.186475714770495,3.7585564934268705,-0.7120605189031696,-0.20698245965871886,2.2833852993415436,-0.0050549681363830645,-0.002482995142827349,5.736783492693576,-5.753933805863198,11.490717298556774,3.5440231414330388,-0.356019706147623,-0.0004875878293417388,2.2833150470432315,0.2078615574705968,0.20547405199522473,0.5842341437301002,-0.18140721280701655,0.7656413565371167,0.21483285719569442,-0.13585496453262336,0.0209206313645027,2.256385972608859
Unf,-0.1630518634639836,-0.16717840622959557,0.06390106932485651,-0.34624787303982885,0.41014894236468535,0.11397249667988886,0.33369886090516615,-0.01653978881787579,2.5557860696888866,-0.43330102281405114,-0.4442421186467982,0.17107927874349116,-0.9207727202920069,1.091851999035498,0.3033292277461654,0.3342321345202221,-0.0439555705149601,2.5554153466005904,-1.29193263223368,-1.208058336032991,0.4403189564072818,-3.260491439505131,3.700810395912413,1.000886080775715,-0.17926354087591465,-0.1266190798540302,2.4590657365060853,5.043942909566113,4.716509920399403,12.730200069199782,-1.717495365483046,14.447695434682828,3.9081443936085303,0.17909813406950698,0.4943428363001393,2.458946123252101,-1.097682613471207,-1.0264475918120297,0.37427329857564473,-2.7709277219400974,3.145201020515742,0.8508405915222932,-0.1789521142058062,-0.10757949034832366,2.4585814843765954,-2.6799716808309717,-2.506181999706314,0.9155212410405511,-6.767369995941408,7.682891236981959,2.078241473674695,-0.17893823637352863,-0.26265136529977756,2.458542746324899,-0.006411004242436458,-0.006044501787982881,3.615078391305815,-3.6290711307174206,7.2441495220232355,1.9595281348953084,-0.08951393934643562,-0.0006267748004980256,2.4587840226149202,-0.29817644313901737,-0.3057102624381969,0.11749017403417383,-0.6335102966659178,0.7510004707000917,0.20865086221302712,0.3339654977126941,-0.030247679666417948,2.5556007081447385
