condition,Cz_mean,Cz_median,Cz_max,Cz_min,Cz_ptp,Cz_std,Cz_skew,Cz_auc,Cz_kurtosis,Pz_mean,Pz_median,Pz_max,Pz_min,Pz_ptp,Pz_std,Pz_skew,Pz_auc,Pz_kurtosis,P7_mean,P7_median,P7_max,P7_min,P7_ptp,P7_std,P7_skew,P7_auc,P7_kurtosis,P8_mean,P8_median,P8_max,P8_min,P8_ptp,P8_std,P8_skew,P8_auc,P8_kurtosis,O1_mean,O1_median,O1_max,O1_min,O1_ptp,O1_std,O1_skew,O1_auc,O1_kurtosis,O2_mean,O2_median,O2_max,O2_min,O2_ptp,O2_std,O2_skew,O2_auc,O2_kurtosis,N250avg_mean,N250avg_median,N250avg_max,N250avg_min,N250avg_ptp,N250avg_std,N250avg_skew,N250avg_auc,N250avg_kurtosis,P300avg_mean,P300avg_median,P300avg_max,P300avg_min,P300avg_ptp,P300avg_std,P300avg_skew,P300avg_auc,P300avg_kurtosis
Unf,186.257498,171.932791,313.5216058,67.28696994,246.2346359,72.39386096,0.265953794,18.91244298,2.10073859,186.257498,171.932791,313.5216058,67.28696994,246.2346359,72.39386096,0.265953794,18.91244298,2.10073859,121.4881069,128.3939664,186.9055517,62.12518349,124.7803682,39.09720899,0.043990654,12.11655911,1.654121846,120.9111379,127.7842002,186.0179034,61.83013975,124.1877636,38.91152926,0.043990654,12.05901538,1.654121846,121.2754444,128.1692152,186.5783771,62.01643457,124.5619426,39.02877009,0.043990654,12.09534931,1.654121846,121.6861711,128.6032892,187.210267,62.22646724,124.9837997,39.16094983,0.043990654,12.13631295,1.654121846,121.3402151,128.2376677,186.6780248,62.04955626,124.6284685,39.04961454,0.043990654,12.10180919,1.654121846,186.257498,171.932791,313.5216058,67.28696994,246.2346359,72.39386096,0.265953794,18.91244298,2.10073859
Fam,453.2104276,452.8139793,716.6265554,167.3078089,549.3187465,142.1646037,-0.162920385,45.48785285,3.016782068,-230.1850052,-229.9836497,-84.97542539,-363.9737248,278.9982994,72.20522314,0.162920385,-23.10322316,3.016782068,-170.8418312,-203.7438878,-46.33400735,-271.9387477,225.6047404,66.07740336,0.648462255,-16.89358525,2.095109634,-170.0304724,-202.7762712,-46.11395876,-270.6472614,224.5333026,65.76358982,0.648462255,-16.81335456,2.095109634,-170.5427759,-203.3872381,-46.25290058,-271.4627243,225.2098237,65.96173616,0.648462255,-16.86401336,2.095109634,-171.1203575,-204.0760549,-46.40954647,-272.3820941,225.9725476,66.18513048,0.648462255,-16.92112715,2.095109634,-170.6338592,-203.495863,-46.27760329,-271.6077069,225.3301036,65.99696495,0.648462255,-16.87302008,2.095109634,111.5127112,111.4151648,315.825565,-98.33295792,414.1585229,107.1849134,2.08E-16,11.19231484,3.016782068
Unf,5.701062881,-25.13384242,238.9078889,-215.6843076,454.5921964,144.5938155,0.273061895,0.671745513,1.76133925,5.701062881,-25.13384242,238.9078889,-215.6843076,454.5921964,144.5938155,0.273061895,0.671745513,1.76133925,67.7740301,68.76639075,227.4732406,-179.3041855,406.7774261,101.3062598,-0.374911899,7.442296863,3.122519526,67.45215896,68.43980672,226.392929,-178.4526374,404.8455664,100.8251381,-0.374911899,7.406952048,3.122519526,67.65539298,68.64601653,227.0750531,-178.990317,406.0653701,101.1289252,-0.374911899,7.429269268,3.122519526,67.88452325,68.87850177,227.8440941,-179.5965081,407.4406022,101.4714211,-0.374911899,7.454430166,3.122519526,67.69152632,68.68267894,227.1963292,-179.085912,406.2822412,101.1829361,-0.374911899,7.433237086,3.122519526,5.701062881,-25.13384242,238.9078889,-215.6843076,454.5921964,144.5938155,0.273061895,0.671745513,1.76133925
Unf,-96.04043882,-70.28653311,39.64597325,-315.6190264,355.2649996,115.0638206,-0.598210819,-9.077229131,2.093487,-96.04043882,-70.28653311,39.64597325,-315.6190264,355.2649996,115.0638206,-0.598210819,-9.077229131,2.093487,-131.2911254,-129.7100515,37.74843122,-325.1990067,362.9474379,135.1781748,-0.015672676,-13.00130572,1.091211902,-130.6676001,-129.0940349,37.56915709,-323.6545777,361.2237348,134.5361892,-0.015672676,-12.93956016,1.091211902,-131.0613029,-129.4829965,37.68235333,-324.6297522,362.3121055,134.9415481,-0.015672676,-12.97854718,1.091211902,-131.5051716,-129.92152,37.80997313,-325.7291842,363.5391573,135.3985581,-0.015672676,-13.02250197,1.091211902,-131.1313,-129.5521507,37.70247869,-324.8031302,362.5056089,135.0136176,-0.015672676,-12.98547876,1.091211902,-96.04043882,-70.28653311,39.64597325,-315.6190264,355.2649996,115.0638206,-0.598210819,-9.077229131,2.093487
Fam,-1.050145361,-1.657725526,134.3163042,-198.4713152,332.7876194,78.48052601,-0.536878372,0.019094904,3.526176454,-1.050145361,-1.657725526,134.3163042,-198.4713152,332.7876194,78.48052601,-0.536878372,0.019094904,3.526176454,85.01177057,94.14169366,177.9748343,-37.17670359,215.1515379,59.64643267,-0.416171306,8.789249921,2.22471488,84.60803428,93.69459772,177.1295996,-37.0001447,214.1297443,59.36316096,-0.416171306,8.747508183,2.22471488,84.86295912,93.97690046,177.6632928,-37.1116265,214.7749193,59.54202275,-0.416171306,8.773864511,2.22471488,85.1503667,94.29517446,178.2649897,-37.23731341,215.5023031,59.74367526,-0.416171306,8.803579185,2.22471488,84.90828267,94.02709158,177.7581791,-37.13144705,214.8896261,59.57382291,-0.416171306,8.77855045,2.22471488,-1.050145361,-1.657725526,134.3163042,-198.4713152,332.7876194,78.48052601,-0.536878372,0.019094904,3.526176454
Unf,-200.0307971,-190.7664517,49.19935716,-361.6153796,410.8147368,105.0559293,0.299054023,-20.5502319,2.619855058,-200.0307971,-190.7664517,49.19935716,-361.6153796,410.8147368,105.0559293,0.299054023,-20.5502319,2.619855058,-186.218193,-165.2387571,-70.2214633,-344.3076854,274.0862221,64.99129342,-1.148424754,-18.86676774,4.03145792,-185.3338091,-164.4540084,-69.88796886,-342.6725059,272.784537,64.68263801,-1.148424754,-18.77716604,4.03145792,-185.8922217,-164.9495099,-70.09854199,-343.7049815,273.6064395,64.87752743,-1.148424754,-18.83374183,4.03145792,-186.5217877,-165.5081487,-70.33594654,-344.8690161,274.5330695,65.09724984,-1.148424754,-18.89752655,4.03145792,-185.9915029,-165.037606,-70.13598017,-343.8885472,273.7525671,64.91217718,-1.148424754,-18.84380054,4.03145792,-200.0307971,-190.7664517,49.19935716,-361.6153796,410.8147368,105.0559293,0.299054023,-20.5502319,2.619855058
Fam,17.47651448,32.15987404,156.8712939,-134.0180823,290.8893762,64.27532038,-0.752953119,1.771849492,4.387600606,17.47651448,32.15987404,156.8712939,-134.0180823,290.8893762,64.27532038,-0.752953119,1.771849492,4.387600606,-31.48423268,-30.21582866,46.82362754,-127.603687,174.4273146,45.24116618,-0.517658166,-3.25205629,2.928293039,-31.33470836,-30.07232822,46.60125365,-126.997674,173.5989277,45.02630769,-0.517658166,-3.236611686,2.928293039,-31.42912014,-30.16293644,46.74166369,-127.3803193,174.121983,45.1619724,-0.517658166,-3.246363629,2.928293039,-31.53556196,-30.26509003,46.89996489,-127.8117215,174.7116864,45.31492362,-0.517658166,-3.257358173,2.928293039,-31.44590578,-30.17904584,46.76662744,-127.4483505,174.2149779,45.18609248,-0.517658166,-3.248097445,2.928293039,17.47651448,32.15987404,156.8712939,-134.0180823,290.8893762,64.27532038,-0.752953119,1.771849492,4.387600606
Unf,-114.138454,-115.7655997,-15.87622117,-175.3365662,159.4603451,35.074635,0.708726447,-11.56243999,4.016994501,-114.138454,-115.7655997,-15.87622117,-175.3365662,159.4603451,35.074635,0.708726447,-11.56243999,4.016994501,-130.5138145,-122.5827672,-88.7719582,-205.4846325,116.7126743,30.59734902,-1.156840527,-13.01900184,3.638012073,-129.8939808,-122.0005995,-88.3503641,-204.5087488,116.1583847,30.45203667,-1.156840527,-12.95717224,3.638012073,-130.2853526,-122.3681885,-88.61656462,-205.1249357,116.508371,30.54378896,-1.156840527,-12.99621233,3.638012073,-130.7265934,-122.782616,-88.91668463,-205.8196376,116.902953,30.6472324,-1.156840527,-13.04022694,3.638012073,-130.3549353,-122.4335428,-88.66389289,-205.2344886,116.5705957,30.56010176,-1.156840527,-13.00315334,3.638012073,-114.138454,-115.7655997,-15.87622117,-175.3365662,159.4603451,35.074635,0.708726447,-11.56243999,4.016994501
Unf,-198.8200854,-180.7077857,36.65255641,-504.0912015,540.7437579,157.7144604,-0.452499398,-19.95811266,2.438141005,-198.8200854,-180.7077857,36.65255641,-504.0912015,540.7437579,157.7144604,-0.452499398,-19.95811266,2.438141005,-240.4598504,-228.9990047,-74.06354527,-479.9643063,405.900761,112.5887748,-0.742796872,-24.40259078,2.970444227,-239.317863,-227.911447,-73.71180409,-477.6848689,403.9730648,112.0540704,-0.742796872,-24.28669846,2.970444227,-240.0389301,-228.5981464,-73.93389848,-479.1241382,405.1902397,112.3916904,-0.742796872,-24.35987452,2.970444227,-240.8518762,-229.3723457,-74.18429233,-480.7468003,406.5625079,112.7723302,-0.742796872,-24.44237474,2.970444227,-240.1671299,-228.720236,-73.97338504,-479.3800284,405.4066434,112.4517165,-0.742796872,-24.37288462,2.970444227,-198.8200854,-180.7077857,36.65255641,-504.0912015,540.7437579,157.7144604,-0.452499398,-19.95811266,2.438141005
Fam,-152.9429069,-161.2386905,-35.52360992,-232.4288185,196.9052086,55.8715799,0.430158274,-15.23093913,2.282368945,-152.9429069,-161.2386905,-35.52360992,-232.4288185,196.9052086,55.8715799,0.430158274,-15.23093913,2.282368945,-130.897484,-152.6746094,1.240813132,-226.3252229,227.566036,78.99279617,0.316147642,-13.22646796,1.473595839,-130.2758281,-151.9495301,1.234920285,-225.2503634,226.4852837,78.61764508,0.316147642,-13.16365307,1.473595839,-130.6683505,-152.4073555,1.238641112,-225.929045,227.1676861,78.85452082,0.316147642,-13.20331529,1.473595839,-131.1108884,-152.9235174,1.24283605,-226.6942047,227.9370408,79.12157947,0.316147642,-13.2480313,1.473595839,-130.7381377,-152.4887531,1.239302645,-226.049709,227.2890117,78.89663539,0.316147642,-13.21036691,1.473595839,-152.9429069,-161.2386905,-35.52360992,-232.4288185,196.9052086,55.8715799,0.430158274,-15.23093913,2.282368945
Fam,286.1996019,276.9690731,541.5253164,-65.64310439,607.1684208,180.4387275,-0.273683904,28.86496675,2.451706766,286.1996019,276.9690731,541.5253164,-65.64310439,607.1684208,180.4387275,-0.273683904,28.86496675,2.451706766,104.7541997,108.8888402,281.3290021,-73.72183062,355.0508327,121.5242816,-0.045012189,10.63066778,1.426772456,104.2567031,108.3717074,279.9929197,-73.3717123,353.364632,120.9471408,-0.045012189,10.58018081,1.426772456,104.5708295,108.6982325,280.8365412,-73.592782,354.4293232,121.3115557,-0.045012189,10.612059,1.426772456,104.9249823,109.0663636,281.7876576,-73.84202058,355.6296781,121.7224047,-0.045012189,10.64799914,1.426772456,104.6266786,108.7562859,280.9865301,-73.63208637,354.6186165,121.3763457,-0.045012189,10.61772668,1.426772456,286.1996019,276.9690731,541.5253164,-65.64310439,607.1684208,180.4387275,-0.273683904,28.86496675,2.451706766
Unf,-116.7051242,-179.0449519,171.7951742,-331.0510561,502.8462303,152.8187675,0.502162072,-12.11819242,1.886893689,-116.7051242,-179.0449519,171.7951742,-331.0510561,502.8462303,152.8187675,0.502162072,-12.11819242,1.886893689,-154.7949166,-179.6461962,119.6535717,-315.2062365,434.8598082,105.6304007,1.195521099,-16.23703508,4.566964292,-154.0597676,-178.7930238,119.0853152,-313.709265,432.7945803,105.1287429,1.195521099,-16.15992246,4.566964292,-154.5239512,-179.331729,119.4441205,-314.6544741,434.0985946,105.4454968,1.195521099,-16.20861247,4.566964292,-155.0472814,-179.9390764,119.848645,-315.7201226,435.5687676,105.8026118,1.195521099,-16.26350659,4.566964292,-154.6064792,-179.4275063,119.5079131,-314.8225246,434.3304377,105.501813,1.195521099,-16.21726915,4.566964292,-116.7051242,-179.0449519,171.7951742,-331.0510561,502.8462303,152.8187675,0.502162072,-12.11819242,1.886893689
Unf,22.58865837,20.36001052,112.0943868,-58.52357694,170.6179638,50.4790159,0.255406312,2.124377283,1.826065091,22.58865837,20.36001052,112.0943868,-58.52357694,170.6179638,50.4790159,0.255406312,2.124377283,1.826065091,6.965039393,3.385825759,106.729307,-83.39573592,190.1250429,49.36302958,0.241634635,0.537278881,2.609478581,6.931961161,3.36974586,106.2224302,-82.99967448,189.2221047,49.12859562,0.241634635,0.534727246,2.609478581,6.952847228,3.379898937,106.5424795,-83.24975331,189.7922328,49.27662056,0.241634635,0.536338385,2.609478581,6.976394616,3.391345728,106.9033096,-83.53169741,190.435007,49.44350697,0.241634635,0.538154816,2.609478581,6.956560599,3.381704071,106.5993816,-83.29421528,189.8935969,49.30293818,0.241634635,0.536624832,2.609478581,22.58865837,20.36001052,112.0943868,-58.52357694,170.6179638,50.4790159,0.255406312,2.124377283,1.826065091
Fam,-54.50616822,-68.82853952,286.5523815,-245.0790502,531.6314317,146.9146719,0.521522119,-6.166903536,2.370551331,-54.50616822,-68.82853952,286.5523815,-245.0790502,531.6314317,146.9146719,0.521522119,-6.166903536,2.370551331,81.58505572,96.63815365,323.0645133,-233.3490368,556.4135501,152.0125991,-0.509197974,7.980009358,2.800900122,81.19759352,96.17920157,321.5302215,-232.24082,553.7710414,151.2906637,-0.509197974,7.942110849,2.800900122,81.44224267,96.46899045,322.4989952,-232.9405639,555.439559,151.746504,-0.509197974,7.966040507,2.800900122,81.71806522,96.79570448,323.5912109,-233.7294697,557.3206806,152.2604278,-0.509197974,7.993019302,2.800900122,81.48573928,96.52051254,322.6712352,-233.0649726,555.7362078,151.8275487,-0.509197974,7.970295004,2.800900122,-54.50616822,-68.82853952,286.5523815,-245.0790502,531.6314317,146.9146719,0.521522119,-6.166903536,2.370551331
Fam,-28.86512821,-41.03833408,135.0812807,-113.2679025,248.3491832,68.54261259,0.918353594,-2.574394769,3.239487612,-28.86512821,-41.03833408,135.0812807,-113.2679025,248.3491832,68.54261259,0.918353594,-2.574394769,3.239487612,-26.30669363,-30.31097816,128.6159984,-123.9115967,252.5275952,68.09088678,0.634324098,-2.508367117,2.868455861,-26.18175838,-30.16702583,128.0051778,-123.3231181,251.3282959,67.76751083,0.634324098,-2.496454427,2.868455861,-26.26064427,-30.25791938,128.3908586,-123.6946919,252.0855505,67.97169501,0.634324098,-2.503976269,2.868455861,-26.34958188,-30.36039466,128.8256833,-124.1136119,252.9392952,68.20189651,0.634324098,-2.512456551,2.868455861,-26.27466954,-30.27407951,128.4594295,-123.7607547,252.2201842,68.00799728,0.634324098,-2.505313591,2.868455861,-28.86512821,-41.03833408,135.0812807,-113.2679025,248.3491832,68.54261259,0.918353594,-2.574394769,3.239487612
Fam,-40.26768176,-47.12493744,150.0031003,-213.66445,363.6675504,78.47748801,0.254601358,-4.060516204,4.654747069,-40.26768176,-47.12493744,150.0031003,-213.66445,363.6675504,78.47748801,0.254601358,-4.060516204,4.654747069,-107.1132508,-96.98041845,-37.0888444,-203.4380073,166.3491629,55.98062935,-0.215162665,-10.65398882,1.408069646,-106.6045506,-96.51984089,-36.91270277,-202.4718434,165.5591406,55.71476721,-0.215162665,-10.6033911,1.408069646,-106.9257512,-96.81065612,-37.0239211,-203.0818931,166.057972,55.88263636,-0.215162665,-10.63533922,1.408069646,-107.2878794,-97.13852727,-37.14931097,-203.7696758,166.6203648,56.07189553,-0.215162665,-10.6713582,1.408069646,-106.982858,-96.86236068,-37.04369481,-203.1903549,166.1466601,55.91248211,-0.215162665,-10.64101933,1.408069646,-40.26768176,-47.12493744,150.0031003,-213.66445,363.6675504,78.47748801,0.254601358,-4.060516204,4.654747069
Fam,-112.6429608,-119.1421823,58.29115114,-329.2758158,387.566967,100.9009526,-0.504136007,-10.80532733,3.095476615,-112.6429608,-119.1421823,58.29115114,-329.2758158,387.566967,100.9009526,-0.504136007,-10.80532733,3.095476615,-159.3780113,-149.17323,-10.41853926,-313.5159631,303.0974238,84.76412016,-0.260623276,-15.96245367,2.301833659,-158.6210963,-148.4647794,-10.36905973,-312.027019,301.6579593,84.36156001,-0.260623276,-15.88664509,2.301833659,-159.0990232,-148.9121052,-10.40030181,-312.9671595,302.5668577,84.61574222,-0.260623276,-15.93451171,2.301833659,-159.637848,-149.4164297,-10.43552478,-314.0270935,303.5915687,84.90231255,-0.260623276,-15.98847753,2.301833659,-159.1839947,-148.9916361,-10.40585639,-313.1343088,302.7284524,84.66093374,-0.260623276,-15.943022,2.301833659,-112.6429608,-119.1421823,58.29115114,-329.2758158,387.566967,100.9009526,-0.504136007,-10.80532733,3.095476615
Unf,-201.1942574,-193.7030577,-61.00646394,-383.3264217,322.3199577,99.25230062,-0.391240719,-20.26184542,2.063594874,-201.1942574,-193.7030577,-61.00646394,-383.3264217,322.3199577,99.25230062,-0.391240719,-20.26184542,2.063594874,-194.1235051,-189.9017036,-58.08656263,-346.0646863,287.9781237,92.0317521,-0.132145249,-19.14679134,1.747851536,-193.2015775,-188.999826,-57.81069903,-344.4211625,286.6104634,91.59467665,-0.132145249,-19.05585976,1.747851536,-193.7836957,-189.5692843,-57.98488323,-345.4589068,287.4740236,91.87065231,-0.132145249,-19.11327526,1.747851536,-194.439988,-190.2113036,-58.18126214,-346.6288814,288.4476193,92.18179303,-0.132145249,-19.17800668,1.747851536,-193.8871916,-189.6705294,-58.01585176,-345.6434093,287.6275575,91.91971852,-0.132145249,-19.12348326,1.747851536,-201.1942574,-193.7030577,-61.00646394,-383.3264217,322.3199577,99.25230062,-0.391240719,-20.26184542,2.063594874
